date,store_id,region,product,category,units_sold,unit_price,revenue,promotion_flag
2023-06-09,EA-S04,East,Theta Tool,Tools,2,43.73,87.46,0
2021-01-08,NO-S01,North,Eta Device,Devices,6,94.23,565.38,0
2021-09-16,WE-S06,West,Tau Kit,Kits,4,293.22,1172.88,0
2023-05-22,CE-S03,Central,Pi Part,Parts,3,10.93,32.79,0
2021-12-27,NO-S02,North,Theta Tool,Tools,6,57.66,345.96,0
2023-01-28,SO-S06,South,Beta Widget,Widgets,1,53.6,53.6,0
2022-05-13,WE-S02,West,Tau Kit,Kits,3,243.43,730.29,0
2021-02-28,SO-S03,South,Nu Component,Components,1,26.63,26.63,0
2021-11-07,WE-S02,West,Delta Gadget,Gadgets,1,113.82,113.82,0
2021-11-21,EA-S06,East,Beta Widget,Widgets,1,79.53,79.53,0
2021-04-05,EA-S04,East,Nu Component,Components,1,24.4,24.4,0
2022-06-06,CE-S01,Central,Rho Part,Parts,2,13.33,26.66,0
2023-06-29,SO-S05,South,Eta Device,Devices,6,119.23,715.38,0
2022-08-12,NO-S03,North,Mu Component,Components,4,27.51,110.04,0
2023-02-20,WE-S06,West,Eta Device,Devices,4,123.97,495.88,0
2021-07-03,WE-S06,West,Iota Tool,Tools,1,51.57,51.57,0
2021-01-14,CE-S05,Central,Zeta Device,Devices,5,130.31,651.55,0
2021-04-28,SO-S01,South,Iota Tool,Tools,3,34.65,103.95,0
2021-10-26,WE-S05,West,Tau Kit,Kits,2,197.5,395.0,1
2022-06-30,CE-S04,Central,Kappa Accessory,Accessories,6,15.49,92.94,0
2023-04-27,EA-S01,East,Xi Module,Modules,3,212.7,638.1,0
2022-06-04,WE-S06,West,Lambda Accessory,Accessories,2,14.36,28.72,0
2023-10-13,NO-S05,North,Omicron Module,Modules,3,178.27,534.81,0
2023-12-31,NO-S06,North,Theta Tool,Tools,4,61.3,245.2,0
2022-02-03,CE-S03,Central,Gamma Widget,Widgets,4,44.88,179.52,0
2021-07-02,WE-S06,West,Mu Component,Components,3,22.21,66.63,1
2022-01-01,EA-S01,East,Lambda Accessory,Accessories,3,17.17,51.51,0
2022-06-16,WE-S05,West,Beta Widget,Widgets,4,65.57,262.28,0
2023-04-15,SO-S03,South,Lambda Accessory,Accessories,3,16.78,50.34,0
2023-08-01,CE-S01,Central,Iota Tool,Tools,6,42.7,256.2,0
2022-04-09,NO-S02,North,Alpha Widget,Widgets,4,57.88,231.52,0
2023-05-27,SO-S02,South,Iota Tool,Tools,2,42.33,84.66,0
2022-08-13,EA-S05,East,Tau Kit,Kits,2,243.23,486.46,0
2023-05-22,WE-S04,West,Beta Widget,Widgets,6,39.21,235.26,0
2021-06-21,EA-S01,East,Beta Widget,Widgets,4,62.45,249.8,0
2022-11-16,WE-S01,West,Zeta Device,Devices,1,166.34,166.34,0
2021-12-23,SO-S03,South,Omicron Module,Modules,4,243.42,973.68,0
2022-06-24,SO-S06,South,Lambda Accessory,Accessories,4,14.19,56.76,0
2022-09-29,SO-S03,South,Lambda Accessory,Accessories,2,13.45,26.9,0
2021-08-08,EA-S05,East,Rho Part,Parts,2,12.81,25.62,0
2022-07-20,SO-S02,South,Lambda Accessory,Accessories,6,19.16,114.96,0
2021-12-04,WE-S03,West,Delta Gadget,Gadgets,4,133.37,533.48,0
2022-10-28,WE-S02,West,Zeta Device,Devices,4,110.36,441.44,0
2021-10-30,CE-S02,Central,Rho Part,Parts,6,10.44,62.64,0
2021-07-04,WE-S06,West,Gamma Widget,Widgets,3,61.76,185.28,0
2021-12-03,WE-S02,West,Zeta Device,Devices,4,169.01,676.04,0
2023-06-15,WE-S01,West,Zeta Device,Devices,4,108.62,434.48,0
2021-05-02,NO-S03,North,Eta Device,Devices,4,108.29,433.16,0
2022-05-02,CE-S02,Central,Mu Component,Components,4,26.89,107.56,0
2021-03-08,SO-S05,South,Gamma Widget,Widgets,3,46.34,139.02,0
2021-12-28,CE-S02,Central,Zeta Device,Devices,3,180.35,541.05,0
2023-01-11,WE-S05,West,Gamma Widget,Widgets,2,41.35,82.7,0
2021-08-17,SO-S06,South,Theta Tool,Tools,2,36.84,73.68,0
2022-09-24,NO-S04,North,Upsilon Bundle,Bundles,2,442.57,885.14,0
2021-08-07,NO-S05,North,Lambda Accessory,Accessories,1,14.1,14.1,0
2023-12-29,WE-S02,West,Zeta Device,Devices,1,146.9,146.9,0
2023-06-20,WE-S03,West,Gamma Widget,Widgets,1,57.0,57.0,0
2022-03-24,SO-S06,South,Nu Component,Components,2,27.21,54.42,0
2022-05-04,SO-S05,South,Eta Device,Devices,5,112.06,560.3,0
2023-03-05,NO-S01,North,Sigma Kit,Kits,1,211.9,211.9,0
2023-09-07,CE-S03,Central,Iota Tool,Tools,2,44.98,89.96,0
2023-04-05,EA-S03,East,Iota Tool,Tools,2,41.08,82.16,0
2021-05-03,EA-S03,East,Omicron Module,Modules,1,236.16,236.16,0
2022-01-04,SO-S04,South,Delta Gadget,Gadgets,2,88.08,176.16,0
2021-07-18,EA-S02,East,Mu Component,Components,5,26.57,132.85,0
2021-04-30,NO-S04,North,Kappa Accessory,Accessories,4,16.42,65.68,0
2022-10-31,WE-S04,West,Omicron Module,Modules,5,242.02,1210.1,0
2021-08-06,NO-S01,North,Iota Tool,Tools,3,39.78,119.34,0
2021-04-22,WE-S03,West,Tau Kit,Kits,1,259.91,259.91,0
2023-02-23,WE-S05,West,Epsilon Gadget,Gadgets,4,65.74,262.96,0
2021-07-04,SO-S06,South,Mu Component,Components,3,28.05,84.15,0
2021-02-11,NO-S03,North,Beta Widget,Widgets,4,37.51,150.04,0
2023-07-25,CE-S02,Central,Lambda Accessory,Accessories,3,15.84,47.52,0
2022-07-31,WE-S05,West,Theta Tool,Tools,1,47.88,47.88,0
2021-10-17,WE-S03,West,Kappa Accessory,Accessories,3,14.2,42.6,0
2023-09-20,EA-S05,East,Upsilon Bundle,Bundles,1,312.89,312.89,1
2021-08-14,WE-S02,West,Lambda Accessory,Accessories,1,14.41,14.41,0
2021-04-05,SO-S03,South,Delta Gadget,Gadgets,1,85.92,85.92,0
2021-05-17,EA-S01,East,Eta Device,Devices,5,94.58,472.9,0
2023-09-03,EA-S05,East,Delta Gadget,Gadgets,2,87.85,175.7,0
2021-11-09,EA-S03,East,Omicron Module,Modules,3,273.63,820.89,0
2021-05-10,SO-S06,South,Nu Component,Components,1,24.94,24.94,0
2022-11-04,CE-S06,Central,Alpha Widget,Widgets,3,77.24,231.72,0
2022-11-03,CE-S01,Central,Pi Part,Parts,2,17.05,34.1,0
2022-03-10,CE-S06,Central,Delta Gadget,Gadgets,2,79.66,159.32,0
2022-03-11,WE-S06,West,Sigma Kit,Kits,3,205.55,616.65,0
2022-11-21,EA-S01,East,Nu Component,Components,2,31.43,62.86,0
2022-07-08,NO-S04,North,Xi Module,Modules,1,251.53,251.53,0
2021-09-22,CE-S01,Central,Mu Component,Components,2,20.84,41.68,0
2023-04-06,NO-S04,North,Kappa Accessory,Accessories,4,20.33,81.32,0
2021-03-30,CE-S03,Central,Lambda Accessory,Accessories,1,13.62,13.62,0
2022-01-16,SO-S05,South,Nu Component,Components,3,25.77,77.31,0
2022-12-07,EA-S01,East,Omicron Module,Modules,3,240.82,722.46,0
2022-09-21,NO-S03,North,Eta Device,Devices,3,116.48,349.44,0
2023-08-02,NO-S03,North,Xi Module,Modules,2,231.61,463.22,0
2023-12-12,EA-S01,East,Beta Widget,Widgets,2,69.64,139.28,0
2021-07-01,EA-S04,East,Epsilon Gadget,Gadgets,1,80.0,80.0,0
2021-08-12,WE-S06,West,Rho Part,Parts,2,8.76,17.52,0
2022-02-09,EA-S02,East,Zeta Device,Devices,2,86.67,173.34,0
2021-07-29,EA-S05,East,Pi Part,Parts,4,14.81,59.24,0
2022-01-21,NO-S03,North,Epsilon Gadget,Gadgets,1,74.34,74.34,0
2023-04-27,EA-S04,East,Nu Component,Components,2,31.38,62.76,0
2021-01-12,SO-S04,South,Tau Kit,Kits,4,252.23,1008.92,1
2021-06-04,EA-S06,East,Eta Device,Devices,1,129.5,129.5,0
2022-08-10,SO-S05,South,Theta Tool,Tools,3,42.54,127.62,0
2022-05-20,SO-S06,South,Alpha Widget,Widgets,6,61.49,368.94,0
2021-09-10,NO-S05,North,Tau Kit,Kits,4,233.86,935.44,0
2022-11-01,EA-S05,East,Delta Gadget,Gadgets,3,106.79,320.37,0
2023-08-27,EA-S05,East,Sigma Kit,Kits,1,269.48,269.48,0
2022-06-23,EA-S03,East,Omicron Module,Modules,2,193.86,387.72,1
2022-11-12,CE-S02,Central,Gamma Widget,Widgets,2,77.83,155.66,0
2023-06-06,SO-S04,South,Xi Module,Modules,2,203.02,406.04,0
2021-07-25,SO-S01,South,Eta Device,Devices,1,151.65,151.65,0
2021-09-27,CE-S04,Central,Gamma Widget,Widgets,1,59.96,59.96,0
2023-06-19,WE-S06,West,Nu Component,Components,2,26.88,53.76,0
2023-12-05,CE-S04,Central,Omicron Module,Modules,3,257.46,772.38,0
2023-08-20,WE-S03,West,Tau Kit,Kits,2,253.95,507.9,0
2023-11-20,EA-S01,East,Epsilon Gadget,Gadgets,1,121.37,121.37,0
2021-05-05,EA-S01,East,Pi Part,Parts,2,12.84,25.68,0
2022-08-08,NO-S06,North,Alpha Widget,Widgets,1,51.94,51.94,0
2021-10-11,NO-S01,North,Epsilon Gadget,Gadgets,7,92.24,645.68,0
2021-02-02,NO-S05,North,Kappa Accessory,Accessories,5,13.97,69.85,0
2021-06-30,CE-S01,Central,Eta Device,Devices,2,139.55,279.1,0
2021-11-03,WE-S03,West,Eta Device,Devices,2,156.1,312.2,0
2021-07-29,NO-S06,North,Epsilon Gadget,Gadgets,2,91.25,182.5,0
2023-06-07,WE-S05,West,Xi Module,Modules,2,215.26,430.52,0
2021-10-04,WE-S06,West,Omicron Module,Modules,4,181.26,725.04,0
2022-02-12,SO-S01,South,Iota Tool,Tools,3,29.12,87.36,0
2021-08-31,EA-S01,East,Zeta Device,Devices,3,130.04,390.12,0
2022-01-11,WE-S05,West,Beta Widget,Widgets,1,49.2,49.2,0
2022-12-20,EA-S05,East,Gamma Widget,Widgets,2,78.34,156.68,0
2023-11-08,CE-S01,Central,Pi Part,Parts,6,16.94,101.64,0
2021-06-17,SO-S06,South,Omicron Module,Modules,3,224.96,674.88,0
2021-07-10,WE-S06,West,Pi Part,Parts,1,12.31,12.31,0
2021-04-02,SO-S05,South,Omicron Module,Modules,5,224.59,1122.95,0
2021-01-24,EA-S03,East,Gamma Widget,Widgets,5,55.46,277.3,0
2021-02-18,CE-S01,Central,Theta Tool,Tools,5,37.89,189.45,0
2021-02-01,NO-S03,North,Delta Gadget,Gadgets,4,61.14,244.56,0
2021-03-01,NO-S03,North,Xi Module,Modules,2,179.7,359.4,0
2021-04-08,NO-S04,North,Zeta Device,Devices,1,142.17,142.17,0
2023-10-28,CE-S06,Central,Eta Device,Devices,2,110.06,220.12,0
2023-05-31,NO-S06,North,Xi Module,Modules,3,212.88,638.64,0
2022-02-13,EA-S04,East,Sigma Kit,Kits,6,258.38,1550.28,0
2021-07-20,NO-S06,North,Kappa Accessory,Accessories,1,17.55,17.55,0
2021-04-17,CE-S01,Central,Omicron Module,Modules,2,206.64,413.28,0
2023-09-26,WE-S02,West,Sigma Kit,Kits,6,269.76,1618.56,0
2022-08-05,NO-S04,North,Theta Tool,Tools,1,27.56,27.56,0
2022-07-11,EA-S03,East,Epsilon Gadget,Gadgets,3,81.72,245.16,0
2023-10-04,CE-S04,Central,Omicron Module,Modules,3,165.6,496.8,0
2023-10-17,EA-S06,East,Xi Module,Modules,2,166.26,332.52,0
2022-03-23,EA-S05,East,Pi Part,Parts,2,12.21,24.42,0
2023-12-07,CE-S03,Central,Delta Gadget,Gadgets,4,108.37,433.48,0
2021-11-11,NO-S05,North,Eta Device,Devices,2,166.63,333.26,0
2021-07-15,SO-S05,South,Upsilon Bundle,Bundles,5,385.88,1929.4,0
2022-07-03,CE-S02,Central,Theta Tool,Tools,2,43.11,86.22,0
2023-07-11,WE-S04,West,Kappa Accessory,Accessories,1,16.3,16.3,0
2022-08-12,EA-S05,East,Xi Module,Modules,5,167.77,838.85,0
2023-02-12,WE-S04,West,Delta Gadget,Gadgets,2,56.25,112.5,0
2021-04-06,NO-S01,North,Eta Device,Devices,1,103.6,103.6,0
2021-01-05,CE-S03,Central,Delta Gadget,Gadgets,5,97.84,489.2,0
2023-04-15,WE-S05,West,Omicron Module,Modules,2,157.1,314.2,0
2021-05-12,WE-S01,West,Epsilon Gadget,Gadgets,1,73.49,73.49,0
2023-07-27,EA-S05,East,Tau Kit,Kits,6,276.98,1661.88,0
2022-10-10,EA-S03,East,Lambda Accessory,Accessories,2,13.27,26.54,0
2022-10-02,CE-S02,Central,Alpha Widget,Widgets,2,39.05,78.1,0
2022-08-15,EA-S06,East,Eta Device,Devices,2,130.17,260.34,0
2023-03-21,SO-S06,South,Lambda Accessory,Accessories,8,15.34,122.72,0
2023-06-28,SO-S06,South,Tau Kit,Kits,3,291.02,873.06,0
2023-03-01,SO-S01,South,Rho Part,Parts,7,12.26,85.82,0
2023-07-09,NO-S05,North,Mu Component,Components,2,26.76,53.52,0
2022-10-07,NO-S04,North,Iota Tool,Tools,1,44.62,44.62,0
2022-08-10,CE-S05,Central,Kappa Accessory,Accessories,2,13.99,27.98,0
2022-12-08,CE-S01,Central,Gamma Widget,Widgets,4,59.35,237.4,1
2023-11-11,NO-S03,North,Beta Widget,Widgets,1,63.32,63.32,1
2023-04-14,WE-S05,West,Omicron Module,Modules,4,184.94,739.76,0
2023-04-11,SO-S05,South,Zeta Device,Devices,2,95.73,191.46,0
2023-11-12,NO-S04,North,Iota Tool,Tools,3,51.41,154.23,0
2022-07-28,SO-S03,South,Zeta Device,Devices,4,123.7,494.8,0
2021-10-28,WE-S04,West,Alpha Widget,Widgets,2,45.41,90.82,0
2021-01-27,EA-S04,East,Lambda Accessory,Accessories,1,14.13,14.13,0
2021-10-11,WE-S01,West,Theta Tool,Tools,4,42.15,168.6,0
2022-05-22,SO-S06,South,Nu Component,Components,1,25.52,25.52,0
2021-02-25,NO-S05,North,Tau Kit,Kits,4,243.11,972.44,0
2023-05-07,SO-S06,South,Pi Part,Parts,3,11.98,35.94,0
2021-11-09,CE-S03,Central,Pi Part,Parts,3,15.67,47.01,0
2023-02-12,NO-S02,North,Alpha Widget,Widgets,5,45.0,225.0,0
2021-12-10,SO-S05,South,Kappa Accessory,Accessories,2,19.9,39.8,0
2022-12-29,NO-S06,North,Alpha Widget,Widgets,2,70.52,141.04,0
2023-04-08,EA-S03,East,Iota Tool,Tools,2,42.85,85.7,0
2023-09-17,SO-S01,South,Mu Component,Components,2,28.28,56.56,0
2021-06-02,EA-S01,East,Nu Component,Components,5,28.96,144.8,0
2023-09-19,EA-S05,East,Tau Kit,Kits,2,221.38,442.76,1
2023-02-18,NO-S05,North,Theta Tool,Tools,3,27.98,83.94,0
2021-02-10,CE-S03,Central,Eta Device,Devices,3,89.53,268.59,0
2023-10-12,NO-S05,North,Xi Module,Modules,2,209.51,419.02,0
2021-02-22,NO-S06,North,Upsilon Bundle,Bundles,2,362.31,724.62,0
2023-03-23,SO-S06,South,Sigma Kit,Kits,3,240.63,721.89,0
2022-05-22,EA-S04,East,Gamma Widget,Widgets,1,57.76,57.76,0
2021-11-08,EA-S01,East,Pi Part,Parts,1,14.72,14.72,0
2022-09-17,WE-S02,West,Xi Module,Modules,2,212.75,425.5,0
2021-04-18,NO-S06,North,Rho Part,Parts,5,13.54,67.7,0
2021-12-22,SO-S05,South,Xi Module,Modules,4,275.17,1100.68,0
2021-09-02,CE-S03,Central,Lambda Accessory,Accessories,2,16.62,33.24,0
2023-05-17,SO-S02,South,Beta Widget,Widgets,3,53.01,159.03,0
2023-08-22,SO-S06,South,Theta Tool,Tools,3,40.99,122.97,0
2022-08-06,CE-S03,Central,Iota Tool,Tools,3,35.39,106.17,0
2023-09-18,WE-S01,West,Beta Widget,Widgets,7,49.96,349.72,0
2023-04-14,NO-S05,North,Epsilon Gadget,Gadgets,2,81.99,163.98,0
2021-10-27,CE-S03,Central,Sigma Kit,Kits,3,284.29,852.87,0
2022-10-23,EA-S02,East,Kappa Accessory,Accessories,4,10.53,42.12,0
2023-05-30,CE-S02,Central,Nu Component,Components,4,27.56,110.24,0
2021-03-20,NO-S05,North,Sigma Kit,Kits,1,215.2,215.2,0
2021-12-06,CE-S03,Central,Nu Component,Components,3,33.27,99.81,0
2021-04-16,SO-S03,South,Rho Part,Parts,5,11.58,57.9,0
2023-04-28,EA-S01,East,Tau Kit,Kits,4,230.96,923.84,0
2021-11-17,SO-S01,South,Pi Part,Parts,5,17.13,85.65,1
2021-02-03,SO-S05,South,Sigma Kit,Kits,6,143.41,860.46,0
2021-06-13,EA-S02,East,Theta Tool,Tools,2,47.61,95.22,0
2023-09-04,CE-S02,Central,Beta Widget,Widgets,3,51.22,153.66,0
2021-04-25,NO-S04,North,Nu Component,Components,3,24.8,74.4,0
2022-03-29,EA-S04,East,Xi Module,Modules,2,206.91,413.82,0
2022-07-19,EA-S05,East,Beta Widget,Widgets,4,51.36,205.44,0
2022-10-12,EA-S03,East,Delta Gadget,Gadgets,1,81.84,81.84,0
2023-01-03,WE-S02,West,Gamma Widget,Widgets,2,56.72,113.44,0
2021-08-13,NO-S05,North,Epsilon Gadget,Gadgets,3,52.88,,0
2022-09-29,EA-S02,East,Beta Widget,Widgets,7,52.6,368.2,0
2023-04-19,WE-S02,West,Pi Part,Parts,3,12.2,36.6,0
2021-04-17,CE-S02,Central,Rho Part,Parts,6,13.2,79.2,0
2021-01-04,WE-S05,West,Pi Part,Parts,1,13.27,13.27,0
2023-03-05,CE-S05,Central,Theta Tool,Tools,3,32.93,98.79,0
2021-10-20,EA-S01,East,Upsilon Bundle,Bundles,4,353.69,1414.76,0
2023-10-05,SO-S02,South,Beta Widget,Widgets,3,57.62,172.86,0
2021-07-07,NO-S04,North,Theta Tool,Tools,6,45.09,270.54,0
2023-12-20,CE-S04,Central,Pi Part,Parts,5,18.43,92.15,1
2021-02-08,SO-S06,South,Beta Widget,Widgets,2,37.66,75.32,0
2022-10-16,NO-S02,North,Alpha Widget,Widgets,6,49.49,296.94,0
2022-07-14,NO-S01,North,Pi Part,Parts,4,12.32,49.28,0
2021-12-25,WE-S01,West,Epsilon Gadget,Gadgets,1,107.04,107.04,0
2022-09-15,WE-S06,West,Zeta Device,Devices,3,110.59,331.77,0
2022-12-10,NO-S06,North,Kappa Accessory,Accessories,6,21.9,131.4,0
2021-11-20,NO-S01,North,Theta Tool,Tools,2,55.23,110.46,0
2021-05-15,WE-S04,West,Eta Device,Devices,1,100.86,100.86,0
2021-02-09,NO-S04,North,Lambda Accessory,Accessories,3,13.31,39.93,0
2022-12-20,NO-S01,North,Mu Component,Components,6,32.54,195.24,0
2021-03-08,NO-S01,North,Epsilon Gadget,Gadgets,2,83.46,166.92,1
2021-01-02,WE-S06,West,Beta Widget,Widgets,2,52.9,105.8,0
2023-08-14,EA-S02,East,Omicron Module,Modules,4,180.48,721.92,0
2023-09-09,SO-S02,South,Nu Component,Components,5,23.2,116.0,0
2023-01-25,WE-S01,West,Beta Widget,Widgets,5,48.07,240.35,0
2023-06-15,NO-S05,North,Pi Part,Parts,1,11.91,11.91,0
2022-01-05,EA-S02,East,Zeta Device,Devices,1,101.01,101.01,0
2022-06-26,CE-S01,Central,Lambda Accessory,Accessories,3,16.88,50.64,0
2023-08-26,EA-S05,East,Kappa Accessory,Accessories,7,16.28,113.96,0
2021-08-30,NO-S02,North,Mu Component,Components,3,24.4,73.2,0
2023-06-01,EA-S04,East,Epsilon Gadget,Gadgets,3,86.01,258.03,0
2021-04-30,EA-S03,East,Zeta Device,Devices,3,138.37,415.11,0
2023-06-06,NO-S03,North,Delta Gadget,Gadgets,5,73.45,367.25,0
2021-08-21,EA-S03,East,Iota Tool,Tools,1,43.96,43.96,0
2023-01-02,SO-S03,South,Iota Tool,Tools,2,40.3,80.6,0
2022-06-28,SO-S05,South,Rho Part,Parts,4,12.45,49.8,0
2021-11-03,SO-S02,South,Kappa Accessory,Accessories,3,20.17,60.51,0
2022-01-02,EA-S03,East,Iota Tool,Tools,1,43.3,43.3,0
2021-02-21,WE-S03,West,Beta Widget,Widgets,1,37.66,37.66,0
2023-09-27,WE-S06,West,Pi Part,Parts,3,9.34,28.02,0
2023-06-08,NO-S02,North,Pi Part,Parts,2,11.56,23.12,0
2023-06-24,WE-S06,West,Epsilon Gadget,Gadgets,7,98.8,691.6,0
2022-08-26,SO-S03,South,Omicron Module,Modules,2,224.27,448.54,0
2022-03-07,NO-S04,North,Eta Device,Devices,2,124.2,248.4,0
2023-10-21,EA-S02,East,Beta Widget,Widgets,1,55.42,55.42,0
2021-09-02,NO-S04,North,Omicron Module,Modules,3,190.69,572.07,0
2022-03-29,EA-S02,East,Upsilon Bundle,Bundles,2,442.14,884.28,0
2023-09-10,WE-S06,West,Theta Tool,Tools,5,46.5,232.5,0
2022-03-05,CE-S03,Central,Mu Component,Components,5,32.92,164.6,0
2022-02-23,CE-S02,Central,Iota Tool,Tools,4,25.25,101.0,0
2021-12-08,NO-S03,North,Lambda Accessory,Accessories,4,21.84,87.36,0
2022-07-15,EA-S06,East,Omicron Module,Modules,3,270.36,811.08,0
2022-09-29,NO-S01,North,Lambda Accessory,Accessories,5,14.05,70.25,0
2022-07-20,NO-S04,North,Zeta Device,Devices,2,147.42,294.84,0
2023-06-13,SO-S03,South,Upsilon Bundle,Bundles,4,421.26,1685.04,0
2022-11-14,SO-S05,South,Pi Part,Parts,1,15.5,15.5,0
2022-10-21,WE-S05,West,Upsilon Bundle,Bundles,3,390.36,1171.08,0
2021-01-30,EA-S03,East,Tau Kit,Kits,2,295.91,591.82,0
2022-12-05,SO-S05,South,Kappa Accessory,Accessories,4,17.85,71.4,0
2023-06-26,CE-S01,Central,Xi Module,Modules,1,244.23,244.23,0
2023-01-03,NO-S01,North,Rho Part,Parts,5,12.58,62.9,1
2021-10-21,EA-S01,East,Eta Device,Devices,1,118.78,118.78,0
2022-01-24,WE-S01,West,Kappa Accessory,Accessories,2,12.86,25.72,0
2023-04-14,NO-S05,North,Zeta Device,Devices,1,116.1,116.1,0
2022-03-02,SO-S02,South,Theta Tool,Tools,4,41.4,165.6,0
2021-08-02,WE-S05,West,Rho Part,Parts,7,12.04,84.28,0
2021-11-01,EA-S03,East,Tau Kit,Kits,1,303.57,303.57,0
2023-02-09,WE-S03,West,Epsilon Gadget,Gadgets,2,92.4,184.8,0
2021-03-28,EA-S03,East,Sigma Kit,Kits,2,241.41,482.82,0
2022-03-31,SO-S04,South,Pi Part,Parts,3,12.38,37.14,0
2021-10-03,SO-S05,South,Upsilon Bundle,Bundles,4,381.13,1524.52,0
2022-12-19,EA-S06,East,Xi Module,Modules,3,296.54,889.62,0
2022-07-19,EA-S06,East,Upsilon Bundle,Bundles,1,381.36,381.36,0
2021-10-23,SO-S05,South,Xi Module,Modules,3,204.92,614.76,0
2022-05-06,EA-S02,East,Alpha Widget,Widgets,3,47.15,141.45,0
2023-12-03,CE-S02,Central,Sigma Kit,Kits,1,343.56,343.56,0
2021-03-07,WE-S04,West,Epsilon Gadget,Gadgets,5,97.72,488.6,0
2021-12-25,SO-S05,South,Alpha Widget,Widgets,3,64.72,194.16,0
2023-04-25,SO-S06,South,Zeta Device,Devices,4,124.75,499.0,0
2021-08-16,EA-S03,East,Theta Tool,Tools,2,29.8,59.6,0
2021-08-13,SO-S06,South,Pi Part,Parts,1,11.77,11.77,0
2023-04-12,SO-S02,South,Epsilon Gadget,Gadgets,2,101.19,202.38,0
2022-02-23,NO-S02,North,Upsilon Bundle,Bundles,2,282.03,564.06,0
2022-12-03,NO-S01,North,Beta Widget,Widgets,4,65.29,261.16,0
2022-03-09,SO-S02,South,Rho Part,Parts,1,13.17,13.17,0
2022-08-07,NO-S01,North,Nu Component,Components,2,18.46,36.92,0
2023-07-16,SO-S01,South,Rho Part,Parts,4,12.22,48.88,0
2022-07-26,WE-S01,West,Omicron Module,Modules,4,241.64,966.56,0
2023-01-26,SO-S05,South,Iota Tool,Tools,3,34.49,103.47,0
2023-11-13,CE-S03,Central,Rho Part,Parts,1,18.36,18.36,0
2021-04-18,NO-S04,North,Omicron Module,Modules,4,202.94,811.76,0
2023-03-28,EA-S02,East,Beta Widget,Widgets,5,53.77,268.85,0
2023-11-02,WE-S01,West,Omicron Module,Modules,1,264.16,264.16,0
2021-09-23,SO-S06,South,Nu Component,Components,2,21.0,42.0,0
2021-02-15,WE-S05,West,Iota Tool,Tools,2,39.53,79.06,0
2022-09-14,CE-S04,Central,Upsilon Bundle,Bundles,1,388.07,388.07,0
2021-01-16,WE-S06,West,Gamma Widget,Widgets,1,60.81,60.81,0
2022-05-31,EA-S05,East,Iota Tool,Tools,2,36.14,72.28,0
2023-08-08,SO-S02,South,Rho Part,Parts,2,9.9,19.8,0
2022-01-13,EA-S06,East,Delta Gadget,Gadgets,1,85.81,85.81,0
2021-08-30,WE-S04,West,Zeta Device,Devices,1,129.22,129.22,0
2022-02-22,SO-S05,South,Kappa Accessory,Accessories,1,14.61,14.61,0
2022-04-15,WE-S05,West,Gamma Widget,Widgets,4,58.2,232.8,0
2021-06-23,WE-S06,West,Mu Component,Components,1,27.82,27.82,0
2021-08-13,SO-S06,South,Delta Gadget,Gadgets,3,72.94,218.82,0
2023-02-21,SO-S03,South,Tau Kit,Kits,3,217.92,653.76,0
2022-05-08,WE-S03,West,Sigma Kit,Kits,5,226.99,1134.95,0
2023-03-27,SO-S01,South,Lambda Accessory,Accessories,2,14.49,28.98,0
2023-11-08,SO-S06,South,Kappa Accessory,Accessories,1,20.05,20.05,0
2021-10-15,NO-S04,North,Epsilon Gadget,Gadgets,3,79.06,237.18,0
2022-06-19,CE-S02,Central,Tau Kit,Kits,3,313.69,941.07,0
2022-01-13,SO-S02,South,Kappa Accessory,Accessories,2,15.11,30.22,0
2021-04-19,CE-S03,Central,Upsilon Bundle,Bundles,4,410.95,1643.8,0
2023-04-08,CE-S01,Central,Theta Tool,Tools,4,38.05,152.2,0
2021-09-05,NO-S02,North,Eta Device,Devices,5,123.15,615.75,0
2021-03-22,WE-S02,West,Mu Component,Components,1,22.79,22.79,0
2023-05-06,EA-S03,East,Sigma Kit,Kits,2,198.96,397.92,0
2023-08-19,EA-S05,East,Alpha Widget,Widgets,1,58.6,58.6,0
2022-02-03,CE-S03,Central,Mu Component,Components,1,20.98,20.98,0
2023-12-08,WE-S06,West,Alpha Widget,Widgets,1,76.15,76.15,0
2023-12-08,CE-S05,Central,Lambda Accessory,Accessories,3,20.65,61.95,0
2021-04-16,WE-S03,West,Delta Gadget,Gadgets,1,89.62,89.62,0
2022-06-11,CE-S02,Central,Eta Device,Devices,4,145.67,582.68,0
2023-02-04,SO-S06,South,Sigma Kit,Kits,6,180.54,1083.24,0
2022-03-18,SO-S05,South,Tau Kit,Kits,4,275.74,1102.96,0
2022-10-31,CE-S04,Central,Eta Device,Devices,2,96.06,192.12,1
2021-06-18,SO-S06,South,Epsilon Gadget,Gadgets,4,79.23,316.92,0
2021-07-14,SO-S05,South,Theta Tool,Tools,4,40.15,160.6,0
2023-09-24,NO-S02,North,Lambda Accessory,Accessories,4,14.93,59.72,0
2022-10-08,EA-S05,East,Omicron Module,Modules,4,190.36,761.44,0
2022-01-27,WE-S01,West,Lambda Accessory,Accessories,3,15.15,45.45,0
2021-07-26,SO-S05,South,Delta Gadget,Gadgets,2,75.49,150.98,0
2022-04-19,SO-S04,South,Gamma Widget,Widgets,6,41.51,249.06,0
2022-07-17,CE-S04,Central,Gamma Widget,Widgets,4,52.68,210.72,0
